URL,Status
https://www.latimes.com/,200
https://www.latimes.com/politics/story/2023-09-09/elon-musk-x-twitter-sues-california-social-media-law,200
https://www.latimes.com/world-nation/story/2023-10-04/house-new-speaker-scalise-jordan,200
https://www.latimes.com/world-nation/story/2023-10-04/biden-announces-more-student-debt-relief-as-payments-resume-after-the-coronavirus-pandemic-pause,200
https://www.latimes.com/people/queenie-wong,200
https://www.latimes.com/politics/story/2023-09-02/california-bill-social-media-platforms-tech-regulation-policy,200
https://www.latimes.com/business/technology,200
https://www.latimes.com/opinion/letters-to-the-editor/story/2023-10-02/dianne-feinsteins-assault-weapons-ban-saved-lives,200
https://www.latimes.com/opinion/letters-to-the-editor/story/2023-10-04/republicans-do-you-want-your-kids-to-behave-like-donald-trump,200
https://www.latimes.com/people/jean-guerrero,200
https://www.latimes.com/opinion/story/2023-09-22/shutdown-house-republicans-budget-kevin-mccarthy-matt-gaetz,200
https://www.latimes.com/opinion/story/2023-10-01/polly-klaas-kim-cross-natalee-holloway-unabomber-elizabeth-smart-child-abduction-stranger-danger,200
https://www.latimes.com/business/story/2023-09-28/gops-suicidal-shutdown-plan-effects-poor,200
https://www.latimes.com/politics/story/2023-10-03/supreme-court-sounds-skeptical-of-lenders-challenge-to-obama-era-consumer-protection-bureau,200
https://www.latimes.com/business/story/2022-07-26/book-bans-are-on-the-rise-blame-the-far-right,200
https://www.latimes.com/business/story/2023-08-22/the-right-wing-campaign-to-make-our-kids-dumber-is-moving-ahead-at-full-speed,200
https://www.latimes.com/california/story/2023-09-25/amid-school-board-turmoil-newsom-signs-law-to-ban-textbook-bans-in-california,200
https://www.latimes.com/business/story/2023-02-01/barnes-noble-survived-a-near-death-experience-and-its-now-growing-again,200
https://www.latimes.com/business/story/2023-09-28/can-ftc-rein-in-amazons-monopolistic-practices,200
https://www.latimes.com/sports/chargers/story/2023-09-24/keenan-allen-maestro-performance-chargers-first-win-0-3-vikings,200
https://www.latimes.com/sports/chargers/story/2023-10-02/chargers-raiders-takeaways-jerry-tillery-illegal-hit-justin-herbert,200
https://www.latimes.com/sports/chargers.rss,200
https://www.latimes.com/sports/chargers/story/2023-09-24/chargers-finally-make-big-plays-firrst-win-0-3-vikings,200
https://www.latimes.com/sports/chargers/story/2023-09-29/raiders-game-key-to-chargers-season,200
https://www.latimes.com/sports/chargers/story/2023-09-25/chargers-mike-williams-out-season-torn-acl,200
https://www.latimes.com/sports/chargers/story/2023-09-29/chargers-center-corey-linsley-on-injured-reserve-non-emergent-heart-related-issue,200
https://www.latimes.com/coupon-codes/static/shop/41303/logo/Walmart_logo__1_.png?width=110&height=110,200
https://www.latimes.com/coupon-codes/lightinthebox,200
https://www.latimes.com/coupon-codes/walgreens,200
https://www.latimes.com/coupon-codes/out/79090?clickout_page_type=shop&clickout_page_id=41303,307
https://www.latimes.com/coupon-codes/static/shop/41303/logo/Walmart_logo__1_.png?width=200&height=200,200
https://www.latimes.com/business/la-fi-walmart-online-sales-20171010-story.html,200
https://www.latimes.com/coupon-codes/amazon,200
https://www.latimes.com/coupon-codes/advance-auto-parts,200
https://www.latimes.com/entertainment-arts/story/2019-07-26/once-upon-a-time-in-hollywood,200
https://www.latimes.com/entertainment-arts/awards/story/2023-03-12/oscars-2023-red-carpet-best-dressed-fashion,200
https://www.latimes.com/entertainment-arts/awards/story/2023-03-12/oscars-2023-winners-list,200
https://www.latimes.com/entertainment-arts/movies/story/2019-08-29/dolemite-is-my-name-ruth-carter-costume-design,200
https://www.latimes.com/entertainment-arts/movies/story/2019-11-26/actress-roundtable-jennifer-lopez-charlize-theron-renee-zellweger-cynthia-erivo-awkwafina,200
https://www.latimes.com/entertainment-arts/movies/story/2023-10-02/patrick-j-pespas-telemarketers-hbo-missing-sam-lipman-stern-adam-bhala-lough,200
https://www.latimes.com/entertainment-arts/movies/story/2019-12-09/roundtable-directors-gerwig-joon-ho-phillips-heller-wang-baumbach,200
https://www.latimes.com/people/julia-turner,200
https://www.latimes.com/entertainment-arts/movies/story/2019-11-26/elton-john-costumes-rocketman-julian-day,200
https://www.latimes.com/entertainment-arts/movies/story/2019-12-17/actors-roundtable-when-the-irishman-meets-batman,200
https://www.latimes.com/entertainment-arts/awards/story/2023-08-14/jessica-chastain-george-tammy-emmys-oscars,200
https://www.latimes.com/entertainment-arts/awards/story/2023-03-12/oscars-2023-backstage-photos-behind-the-scenes,200
https://www.latimes.com/entertainment-arts/movies/story/2023-10-02/ron-howard-joe-dante-salute-roger-corman-beyond-fest,200
https://www.latimes.com/entertainment-arts/movies/story/2023-10-04/the-exorcist-believer-review-david-gordon-green-ellen-burstyn-leslie-odom-jr,200
https://www.latimes.com/obituaries/story/2023-08-07/william-friedkin-death-exorcist-director,200
https://www.latimes.com/entertainment-arts/movies/story/2023-10-02/highest-grossing-halloween-season-horror-hits-conjuring-it-annabelle,200
https://www.latimes.com/entertainment-arts/movies/story/2019-12-16/judy-garland-hair-makeup-renee-zellweger,200
https://www.latimes.com/entertainment-arts/story/2019-11-01/harriet-director-on-bringing-a-tremendous-hero-to-life,200
https://www.latimes.com/topic/oscars,200
https://www.latimes.com/entertainment-arts/movies/story/2023-10-04/david-gordon-green-jason-blum-the-exorcist-believer,200
https://www.latimes.com/entertainment-arts/movies/story/2019-10-31/martin-scorsese-the-irishman-netflix,200
https://www.latimes.com/entertainment-arts/movies/story/2023-08-16/michael-oher-lawsuit-sean-tuohy-shakedown-blind-side-oscar,200
https://www.latimes.com/entertainment-arts/awards/story/2023-03-12/oscars-2023-live-updates-winners-speeches-monologue-moments,200
https://www.latimes.com/sports/story/2023-10-02/zach-wilson-fumble-lebron-james-jets-chiefs-patrick-mahomes,200
